ID,Test Class,Status,Duration (ms),Duration (s),Start Time,End Time,Browser,Environment,Tested By,Error Message
59,AutoTestTool,failed,98994,99.0,2026-02-03T15:48:52.225175,2026-02-03T15:50:31.219330,Edge,Local,svraj,"15:50:29.955 [main] DEBUG com.agilepoint.eformtest.Utils.TestDatabaseHelper - Test error logged: NoSuchElementException for execution 60
? Logging task: FinalApprovalTask (failed, duration: 21539ms)
15:50:29.971 [main] DEBUG com.agilepoint.eformtest.Utils.TestDatabaseHelper - Test step logged: FinalApprovalTask [Status: failed, Duration: 21539ms]
15:50:30.633 [main] DEBUG com.agilepoint.eformtest.Utils.TestDatabaseHelper - Test execution completed: ID=60, Status=failed
[ERROR] Tests run: 5, Fail... (truncated)"
57,AutoTestTool,failed,152807,152.8,2026-02-03T15:34:40.149958,2026-02-03T15:37:12.957166,Edge,Local,svraj,"15:37:11.480 [main] DEBUG com.agilepoint.eformtest.Utils.TestDatabaseHelper - Test error logged: NoSuchElementException for execution 58
? Logging task: FinalApprovalTask (failed, duration: 21524ms)
15:37:11.491 [main] DEBUG com.agilepoint.eformtest.Utils.TestDatabaseHelper - Test step logged: FinalApprovalTask [Status: failed, Duration: 21524ms]
15:37:12.066 [main] DEBUG com.agilepoint.eformtest.Utils.TestDatabaseHelper - Test execution completed: ID=58, Status=failed
[ERROR] Tests run: 5, Fail... (truncated)"
55,AutoTestTool,failed,98987,99.0,2026-02-03T15:25:17.177851,2026-02-03T15:26:56.165564,Edge,Local,svraj,"15:26:54.931 [main] ERROR com.agilepoint.eformtest.Utils.TestDatabaseHelper - Failed to log test error: [SQLITE_ERROR] SQL error or missing database (table selenium_test_errors has no column named failed_step_number)
org.sqlite.SQLiteException: [SQLITE_ERROR] SQL error or missing database (table selenium_test_errors has no column named failed_step_number)
at org.sqlite.core.DB.newSQLException(DB.java:1179) ~[sqlite-jdbc-3.45.0.0.jar:?]
at org.sqlite.core.DB.newSQLException(DB.java:1190) ~[sqlite... (truncated)"
53,AutoTestTool,failed,96845,96.8,2026-02-03T15:13:29.872625,2026-02-03T15:15:06.717643,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:108)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:108)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment... (truncated)"
51,AutoTestTool,failed,96794,96.8,2026-02-03T15:02:55.505433,2026-02-03T15:04:32.300386,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:108)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:108)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment... (truncated)"
49,AutoTestTool,failed,97301,97.3,2026-02-03T14:58:00.598775,2026-02-03T14:59:37.900028,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:108)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:108)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment... (truncated)"
46,AutoTestTool,failed,98575,98.6,2026-02-03T14:43:08.865823,2026-02-03T14:44:47.441609,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:104)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:104)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment... (truncated)"
41,AutoTestTool,failed,98444,98.4,2026-02-03T13:55:46.749628,2026-02-03T13:57:25.193713,Edge,Local,svraj,"13:56:06.878 [main] ERROR com.agilepoint.eformtest.Utils.TestDatabaseHelper - Failed to log test step: [SQLITE_ERROR] SQL error or missing database (table selenium_test_steps has no column named step_number)
org.sqlite.SQLiteException: [SQLITE_ERROR] SQL error or missing database (table selenium_test_steps has no column named step_number)
at org.sqlite.core.DB.newSQLException(DB.java:1179) ~[sqlite-jdbc-3.45.0.0.jar:?]
at org.sqlite.core.DB.newSQLException(DB.java:1190) ~[sqlite-jdbc-3.45.0.0.ja... (truncated)"
39,AutoTestTool,failed,101874,101.9,2026-02-03T13:47:49.570901,2026-02-03T13:49:31.445728,Edge,Local,svraj,"13:48:10.783 [main] ERROR com.agilepoint.eformtest.Utils.TestDatabaseHelper - Failed to log test step: [SQLITE_ERROR] SQL error or missing database (table selenium_test_steps has no column named step_number)
org.sqlite.SQLiteException: [SQLITE_ERROR] SQL error or missing database (table selenium_test_steps has no column named step_number)
at org.sqlite.core.DB.newSQLException(DB.java:1179) ~[sqlite-jdbc-3.45.0.0.jar:?]
at org.sqlite.core.DB.newSQLException(DB.java:1190) ~[sqlite-jdbc-3.45.0.0.ja... (truncated)"
38,AutoTestTool,failed,16457,16.5,2026-02-03T13:44:07.830779,2026-02-03T13:44:24.288219,Edge,Local,svraj,"[ERROR] COMPILATION ERROR :
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[109,23] ';' expected
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[109,31] ';' expected
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[110,9] 'try' without 'catch', 'finally' or resource declarations
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[143,11] illegal s... (truncated)"
37,AutoTestTool,failed,15919,15.9,2026-02-03T13:43:07.469618,2026-02-03T13:43:23.388790,Edge,Local,svraj,"[ERROR] COMPILATION ERROR :
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[109,23] ';' expected
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[109,31] ';' expected
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[110,9] 'try' without 'catch', 'finally' or resource declarations
[ERROR] /D:/RMFolder/SeleniumDevelopment/potest10/src/test/java/potest/Listeners.java:[143,11] illegal s... (truncated)"
31,AutoTestTool,failed,101598,101.6,2026-02-03T13:33:54.964049,2026-02-03T13:35:36.562447,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:69)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:69)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment\p... (truncated)"
25,AutoTestTool,failed,105729,105.7,2026-02-03T13:09:11.597714,2026-02-03T13:10:57.326870,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:67)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:67)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment\p... (truncated)"
19,AutoTestTool,failed,101427,101.4,2026-02-03T12:55:57.391226,2026-02-03T12:57:38.819193,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:67)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:67)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment\p... (truncated)"
13,AutoTestTool,failed,96786,96.8,2026-02-03T12:50:11.455467,2026-02-03T12:51:48.242315,Edge,Local,svraj,"java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:67)
java.lang.NoSuchFieldException: driver
at potest.Listeners.onTestFailure(Listeners.java:67)
[ERROR] ScreenCapture path cannot be null or empty
[INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:3.2.5:test (default-test) on project potest:
[ERROR]
[ERROR] Please refer to D:\RMFolder\SeleniumDevelopment\p... (truncated)"
11,AutoTestTool,cancelled,0,0.0,2026-02-03T12:47:04.140589,2026-02-03 23:54:03,Edge,Local,svraj,
79,potest.MyFile_RMTest17Nov2025Smoketest,failed,259865,259.9,2026-02-03 23:49:43,2026-02-03 23:54:02,Chrome,Local,svraj,"no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='RMComment']""}
  (Session info: chrome=144.0.7559.110)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: org.openqa.selenium.chrome.Chr... (truncated)"
78,potest.MyFile_RMTest17Nov2025Smoketest,failed,177058,177.1,2026-02-03 23:37:13,2026-02-03 23:40:10,Chrome,Local,svraj,"no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='RMComment']""}
  (Session info: chrome=144.0.7559.110)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: org.openqa.selenium.chrome.Chr... (truncated)"
77,potest.MyFile_RMtest_PurchaseRequestHappypath,passed,59234,59.2,2026-02-03 23:23:22,2026-02-03 23:24:21,Chrome,Local,svraj,
76,potest.MyFile_RMtest_PurchaseRequestHappypath,passed,62711,62.7,2026-02-03 20:53:08,2026-02-03 20:54:10,Chrome,Local,svraj,
75,potest.MyFile_RMtest_PurchaseRequestHappypath,passed,60086,60.1,2026-02-03 20:26:23,2026-02-03 20:27:23,Chrome,Local,svraj,
74,potest.MyFile_RMtest_PurchaseRequestHappypath,passed,57984,58.0,2026-02-03 19:36:21,2026-02-03 19:37:19,Chrome,Local,svraj,
73,potest.MyFile_RMtest_PurchaseRequestFullFlowTest,passed,91576,91.6,2026-02-03 17:22:04,2026-02-03 17:23:35,Chrome,Local,svraj,
72,potest.MyFile_20260203_163931delete,passed,97551,97.6,2026-02-03 17:17:45,2026-02-03 17:19:23,Chrome,Local,svraj,
71,potest.MyFile_20260203_163931delete,passed,81786,81.8,2026-02-03 17:04:02,2026-02-03 17:05:24,Chrome,Local,svraj,
